date,total,month,week,quarter,is_weekend,total:10_days_rolling,total:30_days_rolling,total:50_days_rolling,is_closed,is_suspicious_zero,store_open,weekly_total_diff,day_of_week,month_name,week_of_year,is_holiday,days_to_next_holiday,lag_1,lag_7,lag_14
2024-01-05,441.0,1,1,1,0,210.6,373.9,305.0,False,False,1,233.0,Friday,January,1,0,10,120.0,208.0,382.0
2024-01-06,181.0,1,1,1,1,214.3,371.76666666666665,312.74,False,False,1,-224.0,Saturday,January,1,0,9,441.0,405.0,232.0
2024-01-06,110.0,1,1,1,1,211.7,363.0,314.8,False,False,1,50.0,Saturday,January,1,0,9,181.0,60.0,30.0
2024-01-07,140.0,1,1,1,1,218.5,354.3333333333333,314.36,False,False,1,-155.0,Sunday,January,1,0,8,110.0,295.0,351.0
2024-01-07,45.0,1,1,1,1,211.7,347.3666666666667,317.16,False,False,1,-80.0,Sunday,January,1,0,8,140.0,125.0,404.0
2024-01-08,210.0,1,2,1,0,175.7,339.7,308.06,False,False,1,-30.0,Monday,January,2,0,7,45.0,240.0,207.0
2024-01-08,135.0,1,2,1,0,190.7,322.8333333333333,305.16,False,False,1,15.0,Monday,January,2,0,7,210.0,120.0,42.0
2024-01-09,63.0,1,2,1,0,174.7,310.93333333333334,305.4,False,False,1,-378.0,Tuesday,January,2,0,6,135.0,441.0,208.0
2024-01-09,645.0,1,2,1,0,168.5,299.3666666666667,302.26,False,False,1,464.0,Tuesday,January,2,0,6,63.0,181.0,405.0
2024-01-10,242.0,1,2,1,0,209.0,311.8666666666667,313.24,False,False,1,132.0,Wednesday,January,2,0,5,645.0,110.0,60.0
2024-01-10,140.0,1,2,1,0,221.2,307.26666666666665,318.08,False,False,1,0.0,Wednesday,January,2,0,5,242.0,140.0,295.0
2024-01-11,812.0,1,2,1,0,191.1,296.8333333333333,315.68,False,False,1,767.0,Thursday,January,2,0,4,140.0,45.0,125.0
2024-01-11,250.0,1,2,1,0,254.2,300.8666666666667,328.68,False,False,1,40.0,Thursday,January,2,0,4,812.0,210.0,240.0
2024-01-12,64.0,1,2,1,0,268.2,272.3666666666667,328.78,False,False,1,-71.0,Friday,January,2,0,3,250.0,135.0,120.0
2024-01-12,173.0,1,2,1,0,260.6,242.0,326.66,False,False,1,110.0,Friday,January,2,0,3,64.0,63.0,441.0
2024-01-13,1096.0,1,2,1,1,273.4,225.06666666666666,329.3,False,False,1,451.0,Saturday,January,2,0,2,173.0,645.0,181.0
2024-01-13,461.0,1,2,1,1,362.0,261.6,347.38,False,False,1,219.0,Saturday,January,2,0,2,1096.0,242.0,110.0
2024-01-14,190.0,1,2,1,1,394.6,264.23333333333335,353.74,False,False,1,50.0,Sunday,January,2,0,1,461.0,140.0,140.0
2024-01-14,187.0,1,2,1,1,407.3,262.8333333333333,350.58,False,False,1,-625.0,Sunday,January,2,0,1,190.0,812.0,45.0
2024-01-15,291.0,1,3,1,0,361.5,268.06666666666666,344.44,False,False,1,41.0,Monday,January,3,1,0,187.0,250.0,210.0
2024-01-15,90.0,1,3,1,0,366.4,266.06666666666666,341.86,False,False,1,26.0,Monday,January,3,1,0,291.0,64.0,135.0
2024-01-16,295.0,1,3,1,0,361.4,255.6,333.56,False,False,1,122.0,Tuesday,January,3,0,30,90.0,173.0,63.0
2024-01-16,81.0,1,3,1,0,309.7,258.53333333333336,330.58,False,False,1,-1015.0,Tuesday,January,3,0,30,295.0,1096.0,645.0
2024-01-17,108.0,1,3,1,0,292.8,259.8333333333333,324.8,False,False,1,-353.0,Wednesday,January,3,0,30,81.0,461.0,242.0
2024-01-17,264.0,1,3,1,0,297.2,256.5,319.98,False,False,1,74.0,Wednesday,January,3,0,30,108.0,190.0,140.0
2024-01-18,64.0,1,3,1,0,306.3,251.8,319.76,False,False,1,-123.0,Thursday,January,3,0,30,264.0,187.0,812.0
2024-01-18,148.0,1,3,1,0,203.1,251.93333333333334,306.72,False,False,1,-143.0,Thursday,January,3,0,30,64.0,291.0,250.0
2024-01-19,88.0,1,3,1,0,171.8,247.03333333333333,299.84,False,False,1,-2.0,Friday,January,3,0,30,148.0,90.0,64.0
2024-01-19,80.0,1,3,1,0,161.6,245.8,293.4,False,False,1,-215.0,Friday,January,3,0,30,88.0,295.0,173.0
2024-01-20,215.0,1,3,1,1,150.9,240.46666666666667,289.6,False,False,1,134.0,Saturday,January,3,0,30,80.0,81.0,1096.0
2024-01-20,362.0,1,3,1,1,143.3,243.63333333333333,286.3,False,False,1,254.0,Saturday,January,3,0,30,215.0,108.0,461.0
2024-01-21,52.0,1,3,1,1,170.5,241.0,284.48,False,False,1,-212.0,Sunday,January,3,0,29,362.0,264.0,190.0
2024-01-21,310.0,1,3,1,1,146.2,236.7,271.7,False,False,1,246.0,Sunday,January,3,0,29,52.0,64.0,187.0
2024-01-22,218.0,1,4,1,0,169.1,243.36666666666667,255.8,False,False,1,70.0,Monday,January,4,0,28,310.0,148.0,291.0
2024-01-22,175.0,1,4,1,0,180.1,245.96666666666667,240.66,False,False,1,87.0,Monday,January,4,0,28,218.0,88.0,90.0
2024-01-23,362.0,1,4,1,0,171.2,250.3,230.54,False,False,1,282.0,Tuesday,January,4,0,27,175.0,80.0,295.0
2024-01-23,35.0,1,4,1,0,201.0,255.36666666666667,237.78,False,False,1,-180.0,Tuesday,January,4,0,27,362.0,215.0,81.0
2024-01-24,370.0,1,4,1,0,189.7,252.03333333333333,230.84,False,False,1,8.0,Wednesday,January,4,0,26,35.0,362.0,108.0
2024-01-24,100.0,1,4,1,0,217.9,262.26666666666665,233.6,False,False,1,48.0,Wednesday,January,4,0,26,370.0,52.0,264.0
2024-01-25,116.0,1,4,1,0,219.9,244.1,235.0,False,False,1,-194.0,Thursday,January,4,0,25,100.0,310.0,64.0
2024-01-25,155.0,1,4,1,0,210.0,239.9,230.3,False,False,1,-63.0,Thursday,January,4,0,25,116.0,218.0,148.0
2024-01-26,315.0,1,4,1,0,189.3,240.4,225.32,False,False,1,140.0,Friday,January,4,0,24,155.0,175.0,88.0
2024-01-26,200.0,1,4,1,0,215.6,223.83333333333334,227.48,False,False,1,-162.0,Friday,January,4,0,24,315.0,362.0,80.0
2024-01-27,517.0,1,4,1,1,204.6,222.16666666666666,230.64,False,False,1,482.0,Saturday,January,4,0,23,200.0,35.0,215.0
2024-01-27,52.0,1,4,1,1,234.5,237.26666666666668,236.82,False,False,1,-318.0,Saturday,January,4,0,23,517.0,370.0,362.0
2024-01-28,267.0,1,4,1,1,222.2,233.23333333333332,229.76,False,False,1,167.0,Sunday,January,4,0,22,52.0,100.0,52.0
2024-01-28,121.0,1,4,1,1,212.7,205.6,233.9,False,False,1,5.0,Sunday,January,4,0,22,267.0,116.0,310.0
2024-01-29,142.0,1,5,1,0,221.3,194.26666666666668,230.42,False,False,1,-13.0,Monday,January,5,0,21,121.0,155.0,218.0
2024-01-29,145.0,1,5,1,0,198.5,192.66666666666666,230.76,False,False,1,-170.0,Monday,January,5,0,21,142.0,315.0,175.0
2024-01-30,63.0,1,5,1,0,203.0,191.26666666666668,228.86,False,False,1,-137.0,Tuesday,January,5,0,20,145.0,200.0,362.0
2024-01-31,81.0,1,5,1,0,197.7,183.66666666666666,227.72,False,False,1,-436.0,Wednesday,January,5,0,19,63.0,517.0,35.0
2024-03-01,721.0,3,9,1,0,190.3,183.36666666666667,220.52,False,False,1,669.0,Friday,March,9,0,30,81.0,52.0,370.0
2024-03-02,140.0,3,9,1,1,230.9,197.56666666666666,231.32,False,False,1,-127.0,Saturday,March,9,0,30,721.0,267.0,100.0
2024-03-03,350.0,3,9,1,1,224.9,199.53333333333333,231.92,False,False,1,229.0,Sunday,March,9,0,30,140.0,121.0,116.0
2024-03-04,81.0,3,10,1,0,208.2,207.6,236.12,False,False,1,-61.0,Monday,March,10,0,30,350.0,142.0,155.0
2024-03-05,110.0,3,10,1,0,211.1,201.5,236.84,False,False,1,-35.0,Tuesday,March,10,0,30,81.0,145.0,315.0
2024-03-06,213.0,3,10,1,0,195.4,203.03333333333333,234.84,False,False,1,150.0,Wednesday,March,10,0,30,110.0,63.0,200.0
2024-03-07,135.0,3,10,1,0,204.6,205.2,236.4,False,False,1,54.0,Thursday,March,10,0,30,213.0,81.0,517.0
2024-03-08,275.0,3,10,1,0,203.9,206.76666666666668,237.84,False,False,1,-446.0,Friday,March,10,0,30,135.0,721.0,52.0
2024-03-09,435.0,3,10,1,1,216.9,213.26666666666668,230.44,False,False,1,295.0,Saturday,March,10,0,30,275.0,140.0,267.0
2024-03-10,273.0,3,10,1,1,254.1,220.6,234.3,False,False,1,-77.0,Sunday,March,10,0,30,435.0,350.0,121.0
2024-03-11,254.0,3,11,1,0,273.3,217.63333333333333,236.96,False,False,1,173.0,Monday,March,11,0,30,273.0,81.0,142.0
2024-03-12,94.0,3,11,1,0,226.6,224.36666666666667,225.8,False,False,1,-16.0,Tuesday,March,11,0,30,254.0,110.0,145.0
2024-03-13,134.0,3,11,1,0,222.0,217.16666666666666,222.68,False,False,1,-79.0,Wednesday,March,11,0,30,94.0,213.0,63.0
2024-03-14,152.0,3,11,1,0,200.4,214.36666666666667,224.08,False,False,1,17.0,Thursday,March,11,0,30,134.0,135.0,81.0
2024-03-15,259.0,3,11,1,0,207.5,213.6,223.66,False,False,1,-16.0,Friday,March,11,0,30,152.0,275.0,721.0
2024-03-16,380.0,3,11,1,1,222.4,210.16666666666666,206.92,False,False,1,-55.0,Saturday,March,11,0,30,259.0,435.0,140.0
2024-03-17,438.0,3,11,1,1,239.1,221.66666666666666,205.3,False,False,1,165.0,Sunday,March,11,0,30,380.0,273.0,350.0
2024-03-18,164.0,3,12,1,0,269.4,223.93333333333334,210.26,False,False,1,-90.0,Monday,March,12,0,30,438.0,254.0,81.0
2024-03-19,20.0,3,12,1,0,258.3,226.06666666666666,209.8,False,False,1,-74.0,Tuesday,March,12,0,30,164.0,94.0,110.0
2024-03-20,445.0,3,12,1,0,216.8,222.86666666666667,204.38,False,False,1,311.0,Wednesday,March,12,0,30,20.0,134.0,213.0
2024-03-21,128.0,3,12,1,0,234.0,232.53333333333333,211.48,False,False,1,-24.0,Thursday,March,12,0,30,445.0,152.0,135.0
2024-03-22,140.0,3,12,1,0,221.4,226.3,208.14,False,False,1,-119.0,Friday,March,12,0,30,128.0,259.0,275.0
2024-03-23,165.0,3,12,1,1,226.0,224.3,209.32,False,False,1,-215.0,Saturday,March,12,0,30,140.0,380.0,435.0
2024-03-24,386.0,3,12,1,1,229.1,212.56666666666666,210.46,False,False,1,-52.0,Sunday,March,12,0,30,165.0,438.0,273.0
2024-03-25,510.0,3,13,1,0,252.5,223.7,212.9,False,False,1,346.0,Monday,March,13,0,30,386.0,164.0,254.0
2024-03-26,236.0,3,13,1,0,277.6,231.8,221.82,False,False,1,216.0,Tuesday,March,13,0,30,510.0,20.0,94.0
2024-03-27,225.0,3,13,1,0,263.2,235.63333333333333,223.58,False,False,1,-220.0,Wednesday,March,13,0,30,236.0,445.0,134.0
2024-03-28,1310.0,3,13,1,0,241.9,238.4,226.32,False,False,1,1182.0,Thursday,March,13,0,30,225.0,128.0,152.0
2024-03-29,318.0,3,13,1,0,356.5,277.23333333333335,250.92,False,False,1,178.0,Friday,March,13,0,30,1310.0,140.0,259.0
2024-03-30,747.0,3,13,1,1,386.3,285.73333333333335,252.98,False,False,1,582.0,Saturday,March,13,0,30,318.0,165.0,380.0
2024-03-31,138.0,3,13,1,1,416.5,307.93333333333334,260.68,False,False,1,-248.0,Sunday,March,13,0,30,747.0,386.0,438.0
2024-04-01,472.0,4,14,2,0,417.5,288.5,262.4,False,False,1,-38.0,Monday,April,14,0,30,138.0,510.0,164.0
2024-04-02,415.0,4,14,2,0,450.7,299.56666666666666,265.64,False,False,1,179.0,Tuesday,April,14,0,30,472.0,236.0,20.0
2024-04-03,495.0,4,14,2,0,475.7,301.73333333333335,269.58,False,False,1,270.0,Wednesday,April,14,0,30,415.0,225.0,445.0
2024-04-04,498.0,4,14,2,0,486.6,315.53333333333336,275.98,False,False,1,-812.0,Thursday,April,14,0,30,495.0,1310.0,128.0
2024-04-05,559.0,4,14,2,0,485.4,328.46666666666664,278.7,False,False,1,241.0,Friday,April,14,0,30,498.0,318.0,140.0
2024-04-06,866.0,4,14,2,1,517.7,340.0,289.18,False,False,1,119.0,Saturday,April,14,0,30,559.0,747.0,165.0
2024-04-07,540.0,4,14,2,1,581.8,364.3666666666667,299.1,False,False,1,402.0,Sunday,April,14,0,30,866.0,138.0,386.0
2024-04-08,220.0,4,15,2,0,504.8,373.2,307.9,False,False,1,-252.0,Monday,April,15,0,30,540.0,472.0,510.0
2024-04-09,226.0,4,15,2,0,495.0,366.03333333333336,309.98,False,False,1,-189.0,Tuesday,April,15,0,30,220.0,415.0,236.0
2024-04-10,250.0,4,15,2,0,442.9,364.46666666666664,311.4,False,False,1,-245.0,Wednesday,April,15,0,30,226.0,495.0,225.0
2024-04-11,132.0,4,15,2,0,454.1,364.3333333333333,310.1,False,False,1,-366.0,Thursday,April,15,0,30,250.0,498.0,1310.0
2024-04-12,473.0,4,15,2,0,420.1,365.6,308.74,False,False,1,-86.0,Friday,April,15,0,30,132.0,559.0,318.0
2024-04-13,2496.0,4,15,2,1,425.9,376.9,307.86,False,False,1,1630.0,Saturday,April,15,0,30,473.0,866.0,747.0
2024-04-14,485.0,4,15,2,1,626.0,455.03333333333336,356.74,False,False,1,-55.0,Sunday,April,15,0,30,2496.0,540.0,138.0
2024-04-15,168.0,4,16,2,0,624.7,462.56666666666666,361.1,False,False,1,-52.0,Monday,April,16,0,30,485.0,220.0,472.0
2024-04-16,954.0,4,16,2,0,585.6,455.5,362.04,False,False,1,728.0,Tuesday,April,16,0,30,168.0,226.0,415.0
2024-04-17,297.0,4,16,2,0,594.4,472.7,378.28,False,False,1,47.0,Wednesday,April,16,0,30,954.0,250.0,495.0
2024-04-18,515.0,4,16,2,0,570.1,477.1333333333333,381.32,False,False,1,383.0,Thursday,April,16,0,30,297.0,132.0,498.0
2024-04-19,472.0,4,16,2,0,599.6,493.6333333333333,390.36,False,False,1,-1.0,Friday,April,16,0,30,515.0,473.0,559.0
2024-04-20,672.0,4,16,2,1,624.2,494.53333333333336,398.18,False,False,1,-1824.0,Saturday,April,16,0,30,472.0,2496.0,866.0
2024-04-21,470.0,4,16,2,1,666.4,512.6666666666666,397.2,False,False,1,-15.0,Sunday,April,16,0,30,672.0,485.0,540.0
2024-04-22,446.0,4,17,2,0,700.2,523.6666666666666,403.8,False,False,1,278.0,Monday,April,17,0,30,470.0,168.0,220.0
2024-04-23,540.63,4,17,2,0,697.5,533.0333333333333,405.72,False,False,1,-413.37,Tuesday,April,17,0,30,446.0,954.0,226.0
2024-04-24,494.0,4,17,2,0,501.963,538.1876666666666,414.9126,False,False,1,197.0,Wednesday,April,17,0,30,540.63,297.0,250.0
2024-04-25,822.0,4,17,2,0,502.863,537.6543333333333,422.5926,False,False,1,307.0,Thursday,April,17,0,30,494.0,515.0,132.0
2024-04-26,420.0,4,17,2,0,568.263,557.1876666666667,434.7726,False,False,1,-52.0,Friday,April,17,0,30,822.0,472.0,473.0
2024-04-27,387.0,4,17,2,1,514.863,563.6876666666667,440.4726,False,False,1,-285.0,Saturday,April,17,0,30,420.0,672.0,2496.0
2024-04-28,340.0,4,17,2,1,523.863,532.9209999999999,442.7126,False,False,1,-130.0,Sunday,April,17,0,29,387.0,470.0,485.0
2024-04-29,232.0,4,18,2,0,506.363,533.6543333333333,440.81260000000003,False,False,1,-214.0,Monday,April,18,0,28,340.0,446.0,168.0
2024-04-30,387.0,4,18,2,0,482.363,516.4876666666667,439.99260000000004,False,False,1,-153.63,Tuesday,April,18,0,27,232.0,540.63,954.0
2024-06-01,513.0,6,22,2,1,453.863,524.7876666666666,442.6526,False,False,1,19.0,Saturday,June,22,0,18,387.0,494.0,297.0
2024-06-02,309.0,6,22,2,1,458.163,526.1543333333333,451.0326,False,False,1,-513.0,Sunday,June,22,0,17,513.0,822.0,515.0
2024-06-03,365.0,6,23,2,0,444.463,522.621,454.5326,False,False,1,-55.0,Monday,June,23,0,16,309.0,420.0,472.0
2024-06-04,1159.0,6,23,2,0,426.9,518.2876666666666,458.7926,False,False,1,772.0,Tuesday,June,23,0,15,365.0,387.0,672.0
2024-06-05,342.0,6,23,2,0,493.4,540.321,476.7926,False,False,1,2.0,Wednesday,June,23,0,14,1159.0,340.0,470.0
2024-06-06,645.0,6,23,2,0,445.4,533.0876666666667,476.0326,False,False,1,413.0,Thursday,June,23,0,13,342.0,232.0,446.0
2024-06-07,530.0,6,23,2,0,467.9,525.721,480.17260000000005,False,False,1,143.0,Friday,June,23,0,12,645.0,387.0,540.63
2024-06-08,702.0,6,23,2,1,482.2,525.3876666666667,487.49260000000004,False,False,1,189.0,Saturday,June,23,0,11,530.0,513.0,494.0
2024-06-09,275.0,6,23,2,1,518.4,541.4543333333334,501.1326,False,False,1,-34.0,Sunday,June,23,0,10,702.0,309.0,822.0
2024-06-10,275.0,6,24,2,0,522.7,543.0876666666667,497.73260000000005,False,False,1,-90.0,Monday,June,24,0,9,275.0,365.0,420.0
2024-06-11,654.0,6,24,2,0,511.5,543.921,500.67260000000005,False,False,1,-505.0,Tuesday,June,24,0,8,275.0,1159.0,387.0
2024-06-12,443.0,6,24,2,0,525.6,561.321,510.9526,False,False,1,101.0,Wednesday,June,24,0,7,654.0,342.0,340.0
2024-06-13,1125.0,6,24,2,0,539.0,560.321,516.5126,False,False,1,480.0,Thursday,June,24,0,6,443.0,645.0,232.0
2024-06-14,1348.0,6,24,2,0,615.0,514.621,531.2926,False,False,1,818.0,Friday,June,24,0,5,1125.0,530.0,387.0
2024-06-15,1413.0,6,24,2,1,633.9,543.3876666666667,548.0526,False,False,1,711.0,Saturday,June,24,0,4,1348.0,702.0,513.0
2024-06-16,667.0,6,24,2,1,741.0,584.8876666666667,571.5926000000001,False,False,1,392.0,Sunday,June,24,0,3,1413.0,275.0,309.0
2024-06-17,909.0,6,25,2,0,743.2,575.321,580.4326,False,False,1,634.0,Monday,June,25,0,2,667.0,275.0,365.0
2024-06-18,464.0,6,25,2,0,781.1,595.721,572.4126,False,False,1,-190.0,Tuesday,June,25,0,1,909.0,654.0,1159.0
2024-06-19,982.0,6,25,2,0,757.3,594.0210000000001,575.3326000000001,False,False,1,539.0,Wednesday,June,25,1,0,464.0,443.0,342.0
2024-06-20,811.0,6,25,2,0,828.0,611.0210000000001,580.0326,False,False,1,-314.0,Thursday,June,25,0,14,982.0,1125.0,645.0
2024-06-21,387.0,6,25,2,0,881.6,615.6543333333334,593.4926,False,False,1,-961.0,Friday,June,25,0,13,811.0,1348.0,530.0
2024-06-22,784.0,6,25,2,1,854.9,612.8876666666667,591.7926,False,False,1,-629.0,Saturday,June,25,0,12,387.0,1413.0,702.0
2024-06-23,435.0,6,25,2,1,889.0,624.1543333333334,599.1726,False,False,1,-232.0,Sunday,June,25,0,11,784.0,667.0,275.0
2024-06-24,281.0,6,26,2,0,820.0,620.6333333333333,597.9726,False,False,1,-628.0,Monday,June,26,0,10,435.0,909.0,275.0
2024-06-25,693.0,6,26,2,0,713.3,613.5333333333333,593.6326,False,False,1,229.0,Tuesday,June,26,0,9,281.0,464.0,654.0
2024-06-26,909.0,6,26,2,0,641.3,609.2333333333333,596.3126,False,False,1,-73.0,Wednesday,June,26,0,8,693.0,982.0,443.0
2024-06-27,314.0,6,26,2,0,665.5,625.5333333333333,597.1726,False,False,1,-497.0,Thursday,June,26,0,7,909.0,811.0,1125.0
2024-06-28,384.0,6,26,2,0,606.0,623.1,592.6526,False,False,1,-3.0,Friday,June,26,0,6,314.0,387.0,1348.0
2024-06-29,505.0,6,26,2,1,598.0,624.5666666666667,595.9326,False,False,1,-279.0,Saturday,June,26,0,5,384.0,784.0,1413.0
2024-06-30,450.0,6,26,2,1,550.3,633.6666666666666,601.5126,False,False,1,15.0,Sunday,June,26,0,4,505.0,435.0,667.0
2024-07-01,424.0,7,27,3,0,514.2,635.7666666666667,605.5126,False,False,1,143.0,Monday,July,27,0,3,450.0,281.0,909.0
2024-07-02,1053.0,7,27,3,0,517.9,632.8,611.3526,False,False,1,360.0,Tuesday,July,27,0,2,424.0,693.0,464.0
2024-07-03,555.0,7,27,3,0,544.8,657.6,622.9526000000001,False,False,1,-354.0,Wednesday,July,27,0,1,1053.0,909.0,982.0
2024-07-04,450.0,7,27,3,0,556.8,663.9333333333333,584.1326,False,False,1,136.0,Thursday,July,27,1,0,555.0,314.0,811.0
2024-07-05,643.0,7,27,3,0,573.7,640.3,583.4326,False,False,1,259.0,Friday,July,27,0,30,450.0,384.0,387.0
2024-07-06,236.0,7,27,3,1,568.7,650.3333333333334,592.9326,False,False,1,-269.0,Saturday,July,27,0,30,643.0,505.0,784.0
2024-07-07,431.0,7,27,3,1,501.4,636.7,578.5726,False,False,1,-19.0,Sunday,July,27,0,30,236.0,450.0,435.0
2024-07-08,181.0,7,28,3,0,513.1,633.4,581.2526,False,False,1,-243.0,Monday,July,28,0,30,431.0,424.0,281.0
2024-07-09,543.0,7,28,3,0,492.8,616.0333333333333,574.5726,False,False,1,-510.0,Tuesday,July,28,0,30,181.0,1053.0,693.0
2024-07-10,93.0,7,28,3,0,496.6,624.9666666666667,575.9926,False,False,1,-462.0,Wednesday,July,28,0,30,543.0,555.0,909.0
2024-07-11,403.0,7,28,3,0,460.9,618.9,564.4126,False,False,1,-47.0,Thursday,July,28,0,30,93.0,450.0,314.0
2024-07-12,1316.0,7,28,3,0,458.8,610.5333333333333,563.0726,False,False,1,673.0,Friday,July,28,0,30,403.0,643.0,384.0
2024-07-13,745.0,7,28,3,1,485.1,639.6333333333333,580.4726,False,False,1,509.0,Saturday,July,28,0,30,1316.0,236.0,505.0
2024-07-14,237.0,7,28,3,1,504.1,626.9666666666667,584.56,False,False,1,-194.0,Sunday,July,28,0,30,745.0,431.0,450.0
2024-07-15,299.0,7,29,3,0,482.8,589.9333333333333,579.42,False,False,1,118.0,Monday,July,29,0,30,237.0,181.0,424.0
2024-07-16,398.0,7,29,3,0,448.4,552.8,568.96,False,False,1,-145.0,Tuesday,July,29,0,30,299.0,543.0,1053.0
2024-07-17,461.0,7,29,3,0,464.6,543.8333333333334,568.52,False,False,1,368.0,Wednesday,July,29,0,30,398.0,93.0,555.0
2024-07-18,301.0,7,29,3,0,467.6,528.9,570.0,False,False,1,-102.0,Thursday,July,29,0,30,461.0,403.0,450.0
2024-07-19,847.0,7,29,3,0,479.6,523.4666666666667,569.22,False,False,1,-469.0,Friday,July,29,0,30,301.0,1316.0,643.0
2024-07-20,380.0,7,29,3,1,510.0,518.9666666666667,581.52,False,False,1,-365.0,Saturday,July,29,0,30,847.0,745.0,236.0
2024-07-21,702.0,7,29,3,1,538.7,504.6,581.38,False,False,1,465.0,Sunday,July,29,0,30,380.0,237.0,431.0
2024-07-22,599.0,7,30,3,0,568.6,515.1,585.16,False,False,1,300.0,Monday,July,30,0,30,702.0,299.0,181.0
2024-07-23,398.0,7,30,3,0,496.9,508.93333333333334,590.96,False,False,1,0.0,Tuesday,July,30,0,30,599.0,398.0,543.0
2024-07-24,362.0,7,30,3,0,462.2,507.7,591.62,False,False,1,-99.0,Wednesday,July,30,0,30,398.0,461.0,93.0
2024-07-25,405.0,7,30,3,0,474.7,510.4,575.68,False,False,1,104.0,Thursday,July,30,0,30,362.0,301.0,403.0
2024-07-26,381.0,7,30,3,0,485.3,500.8,576.94,False,False,1,-466.0,Friday,July,30,0,30,405.0,847.0,1316.0
2024-07-27,480.0,7,30,3,1,483.6,483.2,571.66,False,False,1,100.0,Saturday,July,30,0,30,381.0,380.0,745.0
2024-07-28,445.0,7,30,3,1,485.5,488.73333333333335,570.66,False,False,1,-257.0,Sunday,July,30,0,30,480.0,702.0,237.0
2024-07-29,357.0,7,31,3,0,499.9,490.76666666666665,565.52,False,False,1,-242.0,Monday,July,31,0,30,445.0,599.0,299.0
2024-07-30,329.0,7,31,3,0,450.9,485.8333333333333,567.16,False,False,1,-69.0,Tuesday,July,31,0,30,357.0,398.0,398.0
2024-07-31,268.0,7,31,3,0,445.8,481.8,568.24,False,False,1,-94.0,Wednesday,July,31,0,30,329.0,362.0,461.0
2024-08-01,379.0,8,31,3,0,402.4,476.6,560.52,False,False,1,-26.0,Thursday,August,31,0,30,268.0,405.0,301.0
2024-08-02,349.0,8,31,3,0,380.4,454.1333333333333,559.24,False,False,1,-32.0,Friday,August,31,0,30,379.0,381.0,847.0
2024-08-03,270.0,8,31,3,1,375.5,447.26666666666665,543.72,False,False,1,-210.0,Saturday,August,31,0,30,349.0,480.0,380.0
2024-08-04,374.0,8,31,3,1,366.3,441.26666666666665,522.16,False,False,1,-71.0,Sunday,August,31,0,29,270.0,445.0,702.0
2024-08-05,476.0,8,32,3,0,363.2,432.3,501.38,False,False,1,119.0,Monday,August,32,0,28,374.0,357.0,599.0
2024-08-06,299.0,8,32,3,0,372.7,440.3,497.56,False,False,1,-30.0,Tuesday,August,32,0,27,476.0,329.0,398.0
2024-08-07,360.0,8,32,3,0,354.6,435.9,485.36,False,False,1,92.0,Wednesday,August,32,0,26,299.0,268.0,362.0
2024-08-08,326.0,8,32,3,0,346.1,441.8666666666667,483.28,False,False,1,-53.0,Thursday,August,32,0,25,360.0,379.0,405.0
2024-08-09,887.0,8,32,3,0,343.0,434.6333333333333,470.16,False,False,1,538.0,Friday,August,32,0,24,326.0,349.0,381.0
2024-08-10,929.0,8,32,3,1,398.8,461.1,471.68,False,False,1,659.0,Saturday,August,32,0,23,887.0,270.0,480.0
2024-08-11,497.0,8,32,3,1,464.9,478.6333333333333,482.52,False,False,1,123.0,Sunday,August,32,0,22,929.0,374.0,445.0
2024-08-12,283.0,8,33,3,0,476.7,451.3333333333333,476.78,False,False,1,-193.0,Monday,August,33,0,21,497.0,476.0,357.0
2024-08-13,135.0,8,33,3,0,470.1,435.93333333333334,473.74,False,False,1,-164.0,Tuesday,August,33,0,20,283.0,299.0,329.0
2024-08-14,441.0,8,33,3,0,456.6,432.53333333333336,470.82,False,False,1,81.0,Wednesday,August,33,0,19,135.0,360.0,268.0
2024-08-15,475.0,8,33,3,0,463.3,437.26666666666665,465.78,False,False,1,149.0,Thursday,August,33,0,18,441.0,326.0,379.0
2024-08-16,438.0,8,33,3,0,463.2,439.8333333333333,457.1,False,False,1,-449.0,Friday,August,33,0,17,475.0,887.0,349.0
2024-08-17,721.0,8,33,3,1,477.1,439.06666666666666,459.58,False,False,1,-208.0,Saturday,August,33,0,16,438.0,929.0,270.0
2024-08-18,790.0,8,33,3,1,513.2,453.06666666666666,466.32,False,False,1,293.0,Sunday,August,33,0,15,721.0,497.0,374.0
2024-08-19,339.0,8,34,3,0,559.6,451.1666666666667,472.02,False,False,1,56.0,Monday,August,34,0,14,790.0,283.0,476.0
2024-08-20,340.0,8,34,3,0,504.8,449.8,469.8,False,False,1,205.0,Tuesday,August,34,0,13,339.0,135.0,299.0
2024-08-21,324.0,8,34,3,0,445.9,437.73333333333335,468.12,False,False,1,-117.0,Wednesday,August,34,0,12,340.0,441.0,360.0
2024-08-22,396.0,8,34,3,0,428.6,428.56666666666666,453.54,False,False,1,-79.0,Thursday,August,34,0,11,324.0,475.0,326.0
2024-08-23,1707.0,8,34,3,0,439.9,428.5,450.36,False,False,1,1269.0,Friday,August,34,0,10,396.0,438.0,887.0
2024-08-24,892.0,8,34,3,1,597.1,473.3333333333333,475.5,False,False,1,171.0,Saturday,August,34,0,9,1707.0,721.0,929.0
2024-08-25,333.0,8,34,3,1,642.2,489.56666666666666,480.48,False,False,1,-457.0,Sunday,August,34,0,8,892.0,790.0,497.0
