date,total,month,week,quarter,is_weekend,total:10_days_rolling,total:30_days_rolling,total:50_days_rolling,is_closed,is_suspicious_zero,store_open,weekly_total_diff,day_of_week,month_name,week_of_year,is_holiday,days_to_next_holiday,lag_1,lag_7,lag_14
2025-11-23,400.0,11,47,4,1,304.1,404.76666666666665,415.72,False,False,1,-285.0,Sunday,November,47,0,4,559.0,685.0,270.0
2025-11-24,386.0,11,48,4,0,329.1,403.93333333333334,415.8,False,False,1,330.0,Monday,November,48,0,3,400.0,56.0,414.0
2025-11-25,538.0,11,48,4,0,343.4,394.3333333333333,417.86,False,False,1,378.0,Tuesday,November,48,0,2,386.0,160.0,265.0
2025-11-26,180.0,11,48,4,0,352.1,389.9,423.22,False,False,1,-76.0,Wednesday,November,48,0,1,538.0,256.0,520.0
2025-11-27,0.0,11,48,4,0,301.6,386.9,422.32,True,False,0,-365.0,Thursday,November,48,1,0,180.0,365.0,150.0
2025-11-28,738.0,11,48,4,0,296.0,362.6333333333333,417.7,False,False,1,622.0,Friday,November,48,0,27,0.0,116.0,243.0
2025-11-29,223.0,11,48,4,1,353.8,366.56666666666666,430.84,False,False,1,-336.0,Saturday,November,48,0,26,738.0,559.0,451.0
2025-11-30,260.0,11,48,4,1,350.5,353.73333333333335,429.22,False,False,1,-140.0,Sunday,November,48,0,25,223.0,400.0,685.0
2025-12-01,270.0,12,49,4,0,340.0,353.4,426.48,False,False,1,-116.0,Monday,December,49,0,24,260.0,386.0,56.0
2025-12-02,360.0,12,49,4,0,355.4,350.3666666666667,413.46,False,False,1,-178.0,Tuesday,December,49,0,23,270.0,538.0,160.0
2025-12-03,448.0,12,49,4,0,335.5,343.1666666666667,410.6,False,False,1,268.0,Wednesday,December,49,0,22,360.0,180.0,256.0
2025-12-04,514.0,12,49,4,0,340.3,346.76666666666665,402.44,False,False,1,514.0,Thursday,December,49,0,21,448.0,0.0,365.0
2025-12-05,713.0,12,49,4,0,353.1,352.6,405.2,False,False,1,-25.0,Friday,December,49,0,20,514.0,738.0,116.0
2025-12-06,573.0,12,49,4,1,370.6,353.2,412.86,False,False,1,350.0,Saturday,December,49,0,19,713.0,223.0,559.0
2025-12-07,761.0,12,49,4,1,409.9,365.5,416.28,False,False,1,501.0,Sunday,December,49,0,18,573.0,260.0,400.0
2025-12-08,90.0,12,50,4,0,486.0,379.0,418.68,False,False,1,-180.0,Monday,December,50,0,17,761.0,270.0,386.0
2025-12-09,336.0,12,50,4,0,421.2,365.46666666666664,402.06,False,False,1,-24.0,Tuesday,December,50,0,16,90.0,360.0,538.0
2025-12-10,770.0,12,50,4,0,432.5,367.6666666666667,404.98,False,False,1,322.0,Wednesday,December,50,0,15,336.0,448.0,180.0
2025-12-11,540.0,12,50,4,0,483.5,379.53333333333336,415.0,False,False,1,26.0,Thursday,December,50,0,14,770.0,514.0,0.0
2025-12-12,731.0,12,50,4,0,510.5,388.7,414.24,False,False,1,18.0,Friday,December,50,0,13,540.0,713.0,738.0
2025-12-13,914.0,12,50,4,1,547.6,395.73333333333335,419.48,False,False,1,341.0,Saturday,December,50,0,12,731.0,573.0,223.0
2025-12-14,594.0,12,50,4,1,594.2,421.2,429.26,False,False,1,-167.0,Sunday,December,50,0,11,914.0,761.0,260.0
2025-12-15,675.0,12,51,4,0,602.2,432.9,427.66,False,False,1,585.0,Monday,December,51,0,10,594.0,90.0,270.0
2025-12-16,727.0,12,51,4,0,598.4,440.3666666666667,427.74,False,False,1,391.0,Tuesday,December,51,0,9,675.0,336.0,360.0
2025-12-17,898.0,12,51,4,0,613.8,441.76666666666665,436.88,False,False,1,128.0,Wednesday,December,51,0,8,727.0,770.0,448.0
2025-12-18,1190.0,12,51,4,0,627.5,469.8333333333333,440.28,False,False,1,650.0,Thursday,December,51,0,7,898.0,540.0,514.0
2025-12-19,1590.0,12,51,4,0,737.5,504.1666666666667,451.68,False,False,1,859.0,Friday,December,51,0,6,1190.0,731.0,713.0
2025-12-20,1826.0,12,51,4,1,862.9,548.6333333333333,471.32,False,False,1,912.0,Saturday,December,51,0,5,1590.0,914.0,573.0
2025-12-21,1124.0,12,51,4,1,968.5,597.3333333333334,502.44,False,False,1,530.0,Sunday,December,51,0,4,1826.0,594.0,761.0
2025-12-22,986.0,12,52,4,0,1026.9,630.9333333333333,517.7,False,False,1,311.0,Monday,December,52,0,3,1124.0,675.0,90.0
2025-12-23,2687.0,12,52,4,0,1052.4,645.1666666666666,525.9,False,False,1,1960.0,Tuesday,December,52,0,2,986.0,727.0,336.0
2025-12-24,2822.0,12,52,4,0,1229.7,721.4,572.84,False,False,1,1924.0,Wednesday,December,52,0,1,2687.0,898.0,770.0
2025-12-25,0.0,12,52,4,0,1452.5,802.6,622.5,True,False,0,-1190.0,Thursday,December,52,1,0,2822.0,1190.0,540.0
2025-12-26,333.0,12,52,4,0,1385.0,784.6666666666666,608.6,False,False,1,-1257.0,Friday,December,52,0,6,0.0,1590.0,731.0
2025-12-27,332.0,12,52,4,1,1345.6,789.7666666666667,611.18,False,False,1,-1494.0,Saturday,December,52,0,5,333.0,1826.0,914.0
2025-12-28,290.0,12,52,4,1,1289.0,800.8333333333334,610.7,False,False,1,-834.0,Sunday,December,52,0,4,332.0,1124.0,594.0
2025-12-29,235.0,12,1,4,0,1199.0,785.9,606.58,False,False,1,-751.0,Monday,December,1,0,3,290.0,986.0,675.0
2025-12-30,372.0,12,1,4,0,1063.5,786.3,605.88,False,False,1,-2315.0,Tuesday,December,1,0,2,235.0,2687.0,727.0
2025-12-31,515.0,12,1,4,0,918.1,790.0333333333333,605.04,False,False,1,-2307.0,Wednesday,December,1,0,1,372.0,2822.0,898.0
2026-01-01,124.0,1,1,1,0,857.2,798.2,610.04,False,False,1,124.0,Thursday,January,1,1,0,515.0,0.0,1190.0
2026-01-02,335.0,1,1,1,0,771.0,790.3333333333334,602.12,False,False,1,2.0,Friday,January,1,0,17,124.0,333.0,1590.0
2026-01-03,805.0,1,1,1,1,535.8,786.5666666666667,605.82,False,False,1,473.0,Saturday,January,1,0,16,335.0,332.0,1826.0
2026-01-04,280.0,1,1,1,1,334.1,796.2666666666667,617.06,False,False,1,-10.0,Sunday,January,1,0,15,805.0,290.0,1124.0
2026-01-05,1393.0,1,2,1,0,362.1,781.8333333333334,613.64,False,False,1,1158.0,Monday,January,2,0,14,280.0,235.0,986.0
2026-01-06,92.0,1,2,1,0,468.1,809.1666666666666,627.8,False,False,1,-280.0,Tuesday,January,2,0,13,1393.0,372.0,2687.0
2026-01-07,332.0,1,2,1,0,444.1,786.8666666666667,628.52,False,False,1,-183.0,Wednesday,January,2,0,12,92.0,515.0,2822.0
2026-01-08,205.0,1,2,1,0,448.3,794.9333333333333,631.96,False,False,1,81.0,Thursday,January,2,0,11,332.0,124.0,0.0
2026-01-09,664.0,1,2,1,0,445.3,790.5666666666667,630.94,False,False,1,329.0,Friday,January,2,0,10,205.0,335.0,333.0
2026-01-10,289.0,1,2,1,1,474.5,787.0333333333333,636.92,False,False,1,-516.0,Saturday,January,2,0,9,664.0,805.0,332.0
2026-01-11,1157.0,1,2,1,1,451.9,778.6666666666666,640.38,False,False,1,877.0,Sunday,January,2,0,8,289.0,280.0,290.0
2026-01-12,285.0,1,3,1,0,555.2,792.8666666666667,652.34,False,False,1,-1108.0,Monday,January,3,0,7,1157.0,1393.0,235.0
2026-01-13,1329.0,1,3,1,0,550.2,771.9,650.04,False,False,1,1237.0,Tuesday,January,3,0,6,285.0,92.0,372.0
2026-01-14,584.0,1,3,1,0,602.6,796.4,668.9,False,False,1,252.0,Wednesday,January,3,0,5,1329.0,332.0,515.0
2026-01-15,650.0,1,3,1,0,633.0,793.3666666666667,669.82,False,False,1,445.0,Thursday,January,3,0,4,584.0,205.0,124.0
2026-01-16,149.0,1,3,1,0,558.7,790.8,679.22,False,False,1,-515.0,Friday,January,3,0,3,650.0,664.0,335.0
2026-01-17,570.0,1,3,1,1,564.4,765.8333333333334,682.2,False,False,1,281.0,Saturday,January,3,0,2,149.0,289.0,805.0
2026-01-18,346.0,1,3,1,1,588.2,745.1666666666666,678.84,False,False,1,-811.0,Sunday,January,3,0,1,570.0,1157.0,280.0
2026-01-19,458.0,1,4,1,0,602.3,703.7,681.3,False,False,1,173.0,Monday,January,4,1,0,346.0,285.0,1393.0
2026-01-20,216.0,1,4,1,0,581.7,658.1,685.26,False,False,1,-1113.0,Tuesday,January,4,0,27,458.0,1329.0,92.0
2026-01-21,171.0,1,4,1,0,574.4,627.8333333333334,684.18,False,False,1,-413.0,Wednesday,January,4,0,26,216.0,584.0,332.0
2026-01-22,372.0,1,4,1,0,475.8,600.6666666666666,680.4,False,False,1,-278.0,Thursday,January,4,0,25,171.0,650.0,205.0
2026-01-23,494.0,1,4,1,0,484.5,523.5,678.88,False,False,1,345.0,Friday,January,4,0,24,372.0,149.0,664.0
2026-01-24,208.0,1,4,1,1,401.0,445.9,678.48,False,False,1,-362.0,Saturday,January,4,0,23,494.0,570.0,289.0
2026-01-25,0.0,1,4,1,1,363.4,452.8333333333333,668.38,True,False,0,-346.0,Sunday,January,4,0,22,208.0,346.0,1157.0
2026-01-26,0.0,1,5,1,0,298.4,441.73333333333335,656.92,True,False,0,-458.0,Monday,January,5,0,21,0.0,458.0,285.0
2026-01-27,308.0,1,5,1,0,283.5,430.6666666666667,641.7,False,False,1,92.0,Tuesday,January,5,0,20,0.0,216.0,1329.0
2026-01-28,360.0,1,5,1,0,257.3,431.26666666666665,646.06,False,False,1,189.0,Wednesday,January,5,0,19,308.0,171.0,584.0
2026-01-29,303.0,1,5,1,0,258.7,435.43333333333334,646.54,False,False,1,-69.0,Thursday,January,5,0,18,360.0,372.0,650.0
2026-01-30,55.0,1,5,1,0,243.2,433.1333333333333,637.2,False,False,1,-439.0,Friday,January,5,0,17,303.0,494.0,149.0
2026-01-31,1390.0,1,5,1,1,227.1,417.8,627.5,False,False,1,1182.0,Saturday,January,5,0,16,55.0,208.0,570.0
2026-02-01,378.0,2,5,1,1,349.0,460.0,640.68,False,False,1,378.0,Sunday,February,5,0,15,1390.0,0.0,346.0
2026-02-02,379.0,2,6,1,0,349.6,461.43333333333334,629.96,False,False,1,379.0,Monday,February,6,0,14,378.0,0.0,458.0
2026-02-03,296.0,2,6,1,0,338.1,447.23333333333335,625.66,False,False,1,-12.0,Tuesday,February,6,0,13,379.0,308.0,216.0
2026-02-04,295.0,2,6,1,0,346.9,447.76666666666665,618.08,False,False,1,-65.0,Wednesday,February,6,0,12,296.0,360.0,171.0
2026-02-05,220.0,2,6,1,0,376.4,411.1666666666667,609.44,False,False,1,-83.0,Thursday,February,6,0,11,295.0,303.0,372.0
2026-02-06,201.0,2,6,1,0,398.4,415.43333333333334,595.88,False,False,1,146.0,Friday,February,6,0,10,220.0,55.0,494.0
2026-02-07,501.0,2,6,1,1,387.7,411.06666666666666,576.1,False,False,1,-889.0,Saturday,February,6,0,9,201.0,1390.0,208.0
2026-02-08,519.0,2,6,1,1,401.8,420.93333333333334,554.32,False,False,1,141.0,Sunday,February,6,0,8,501.0,378.0,0.0
2026-02-09,266.0,2,7,1,0,423.4,416.1,528.18,False,False,1,-113.0,Monday,February,7,0,7,519.0,379.0,0.0
2026-02-10,353.0,2,7,1,0,444.5,415.3333333333333,511.02,False,False,1,57.0,Tuesday,February,7,0,6,266.0,296.0,308.0
2026-02-11,305.0,2,7,1,0,340.8,388.53333333333336,498.36,False,False,1,10.0,Wednesday,February,7,0,5,353.0,295.0,360.0
2026-02-12,339.0,2,7,1,0,333.5,389.2,450.72,False,False,1,119.0,Thursday,February,7,0,4,305.0,220.0,303.0
2026-02-13,712.0,2,7,1,0,329.5,356.2,401.06,False,False,1,511.0,Friday,February,7,0,3,339.0,201.0,55.0
2026-02-14,565.0,2,7,1,1,371.1,360.46666666666664,415.3,False,False,1,64.0,Saturday,February,7,0,2,712.0,501.0,1390.0
2026-02-15,595.0,2,7,1,1,398.1,357.6333333333333,419.94,False,False,1,76.0,Sunday,February,7,0,1,565.0,519.0,378.0
2026-02-16,581.0,2,8,1,0,435.6,372.5,425.2,False,False,1,315.0,Monday,February,8,1,0,595.0,266.0,379.0
2026-02-17,265.0,2,8,1,0,473.6,372.8666666666667,431.02,False,False,1,-88.0,Tuesday,February,8,0,30,581.0,353.0,296.0
2026-02-18,381.0,2,8,1,0,450.0,370.1666666666667,431.62,False,False,1,76.0,Wednesday,February,8,0,30,265.0,305.0,295.0
2026-02-19,447.0,2,8,1,0,436.2,367.6,431.8,False,False,1,108.0,Thursday,February,8,0,30,381.0,339.0,220.0
2026-02-20,498.0,2,8,1,0,454.3,375.3,430.44,False,False,1,-214.0,Friday,February,8,0,30,447.0,712.0,201.0
2026-02-21,229.0,2,8,1,1,468.8,386.2,437.92,False,False,1,-336.0,Saturday,February,8,0,30,498.0,565.0,501.0
2026-02-22,9.0,2,8,1,1,461.2,381.43333333333334,435.8,False,False,1,-586.0,Sunday,February,8,0,30,229.0,595.0,519.0
2026-02-23,0.0,2,9,1,0,428.2,365.26666666666665,419.88,True,False,0,-581.0,Monday,February,9,0,30,9.0,581.0,266.0
2026-02-24,64.0,2,9,1,0,357.0,358.3333333333333,414.28,False,False,1,-201.0,Tuesday,February,9,0,30,0.0,265.0,353.0
2026-02-25,213.0,2,9,1,0,306.9,360.46666666666664,387.7,False,False,1,-168.0,Wednesday,February,9,0,30,64.0,381.0,305.0
2026-02-26,239.0,2,9,1,0,268.7,367.56666666666666,390.12,False,False,1,-208.0,Thursday,February,9,0,30,213.0,447.0,339.0
2026-02-27,0.0,2,9,1,0,234.5,365.26666666666665,388.26,True,False,0,-498.0,Friday,February,9,0,30,239.0,498.0,712.0
2026-02-28,0.0,2,9,1,1,208.0,353.26666666666665,384.16,True,False,0,-229.0,Saturday,February,9,0,30,0.0,229.0,565.0
